_id,className,isInside
2b4144565e7df3cf00113e15036b13f0,小吃,true
3a573aaa5e7df388001481b0063bfde8,肉类,false
42c9a7b15e7df409001626147ab3c3ad,汤,true
6aebd2215e7df3f20016b9730c35fe2e,炒菜,true
6aebd2215e7df4110016ba174c324d50,水果,true
79a2c43f5e7df3fa00180b123f6faa7f,粥,true
f3db088f5e7df3c2001a35231e7e8d5b,主食,true
